Year,1986,1987,1988,1989,1990,1991,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2021,2022,X.1
MOST IMPORTANT,11.06557377,11.88888889,14.32958035,13.8,15.9586682,14.9694501,13.8700291,15.26794742,17.25593668,17.28723404,16.90821256,21.13459399,20.73732719,18.69346734,21.83567728,25.05559674,24.6409675,25.4491018,26.37021717,26.91309987,24.25184609,24.14995641,
2ND IMPORTANT,33.33333333,34.5,31.01330604,33.5,34.55797933,36.15071283,35.69350145,38.82709808,36.78100264,36.75531915,35.53408481,34.92769744,33.06451613,36.7839196,33.60473723,34.61823573,34.08919123,36.46706587,35.98759049,33.39818418,36.30003887,36.0505667,
3RD IMPORTANT,32.5136612,33.11111111,33.16274309,34.7,33.7543054,32.68839104,35.79049467,31.49646107,32.24274406,31.80851064,31.9914117,32.03559511,34.10138249,30.55276382,31.0880829,29.65159377,30.15873016,29.04191617,28.95553257,31.3229572,34.74543335,31.56059285,
4TH IMPORTANT,17.62295082,16.88888889,17.80962129,15.8,13.31802526,14.66395112,12.51212415,12.89180991,12.08443272,12.65957447,13.74127751,10.01112347,10.94470046,12.46231156,11.62102147,8.969607116,9.599395314,8.203592814,7.549120993,7.392996109,4.508356005,7.236268527,
LEAST IMPORTANT,5.464480874,3.611111111,3.684749232,2.2,2.411021814,1.527494908,2.13385063,1.516683519,1.635883905,1.489361702,1.825013419,1.890989989,1.152073733,1.507537688,1.850481125,1.704966642,1.511715797,0.838323353,1.13753878,0.972762646,0.19432569,1.002615519,
